Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
TikTok,Tech,Video,122711,84396,7634,5870,524,0.1662
Twitter,Tech,Photo,115826,89448,8471,5296,4319,0.2022
TikTok,Gaming,Video,174162,98125,11304,3905,4462,0.2005
TikTok,Comedy,Video,148980,82123,6844,2880,1466,0.1363
Instagram,Beauty,Carrousel,134938,98429,8322,1507,5257,0.1533
Twitter,Education,Video,160481,95214,6079,3853,4201,0.1484
TikTok,Beauty,Video,124767,84262,16863,14586,4289,0.4241
Twitter,Comedy,Video,149968,90065,9376,1827,9040,0.2248
Instagram,Gaming,Video,163734,60210,9294,2468,3858,0.2594
Facebook,Music,Carrousel,124579,94169,12022,7689,4635,0.2585
Twitter,Comedy,Carrousel,105870,94223,14344,732,6742,0.2316
Twitter,Comedy,Carrousel,94116,58663,7408,694,3504,0.1978
Facebook,Music,Text,174962,99932,12295,11345,2013,0.2567
Twitter,Music,Photo,99878,99034,5678,4883,3124,0.1382
Facebook,Music,Carrousel,168048,98331,10842,1325,7341,0.1984
Instagram,Gaming,Video,132782,90638,8958,5928,581,0.1706
Instagram,Beauty,Carrousel,154757,87777,13739,4348,1410,0.2221
Facebook,Education,Carrousel,136785,88912,9911,9201,595,0.2216
Twitter,Comedy,Photo,160371,89306,6951,1359,4833,0.1472
Twitter,Music,Video,127470,82804,9596,3819,7257,0.2496
Instagram,Fitness,Photo,128240,94421,10227,7455,6098,0.2519
Twitter,Challenge,Text,88695,88520,5948,2158,4443,0.1418
Instagram,Education,Video,114088,93173,10471,10394,1757,0.2428
Instagram,Beauty,Video,115533,41138,4974,2086,1327,0.2039
TikTok,Music,Video,174232,89421,9591,2657,8462,0.2316
TikTok,Music,Video,124479,94375,14275,8949,1275,0.2596
Instagram,Education,Video,125524,87802,11634,2534,7769,0.2498
TikTok,Tech,Video,122872,90763,12050,4567,4747,0.2354
TikTok,Challenge,Video,142466,81346,6221,850,2480,0.1174
TikTok,Tech,Photo,102396,67991,6793,2493,5507,0.2176
TikTok,Beauty,Photo,87088,77743,7215,3801,3580,0.1877
Twitter,Fitness,Photo,156190,89883,10191,6376,3119,0.219
Instagram,Challenge,Video,126041,85743,12140,7319,1455,0.2439
Facebook,Fitness,Carrousel,107846,96411,9803,881,4333,0.1558
Instagram,Comedy,Video,112001,68611,9797,188,7317,0.2522
Twitter,Fitness,Carrousel,168834,85864,8759,7728,3987,0.2384
Instagram,Challenge,Video,103732,79191,14241,2974,994,0.2299
Twitter,Beauty,Text,153528,91612,11217,1441,5125,0.1941
Twitter,Gaming,Video,175832,76131,10950,1619,4030,0.218
TikTok,Comedy,Video,135240,87489,5731,5347,5381,0.1881
Twitter,Gaming,Video,135628,85203,10236,8356,3320,0.2572
TikTok,Tech,Photo,168889,90468,9779,2759,1712,0.1575
TikTok,Gaming,Photo,119794,51473,6506,4059,843,0.2216
Instagram,Beauty,Video,149389,91614,16789,1501,2545,0.2274
Twitter,Beauty,Carrousel,124873,90757,7677,1442,2193,0.1246
Instagram,Beauty,Video,152308,64152,7728,5141,1854,0.2295
Twitter,Gaming,Video,94073,53975,7275,886,2816,0.2034
TikTok,Challenge,Video,107489,87229,5315,3505,3971,0.1466
Facebook,Gaming,Video,101940,67787,6339,83,3513,0.1466
Facebook,Gaming,Text,148465,73837,17804,584,45,0.2496
Facebook,Challenge,Photo,37736,29024,3998,74,2838,0.2381
Instagram,Challenge,Video,134204,89916,11456,4555,4360,0.2266
TikTok,Education,Video,149693,93497,19778,3212,77,0.2467
Facebook,Music,Video,173919,99388,14198,685,6257,0.2127
Instagram,Gaming,Video,151623,93931,11022,7517,5620,0.2572
TikTok,Comedy,Video,109729,83001,11029,187,7269,0.2227
Facebook,Comedy,Text,160035,88411,16253,1266,3102,0.2332
Facebook,Challenge,Text,117204,93459,8425,6134,8128,0.2427
Facebook,Music,Carrousel,158648,68009,3236,1343,2394,0.1025
TikTok,Music,Video,145980,89341,8481,5387,1442,0.1714
Facebook,Comedy,Carrousel,165723,83315,16241,4521,219,0.2518
Facebook,Tech,Text,88751,58703,6589,4274,3331,0.2418
Facebook,Beauty,Photo,139206,92507,10677,856,8162,0.2129
Twitter,Comedy,Video,123109,43013,8705,75,360,0.2125
Twitter,Tech,Video,115891,80852,3250,1311,1092,0.0699
Facebook,Beauty,Text,97458,47604,4151,3549,2627,0.2169
TikTok,Beauty,Video,176735,84668,8035,5567,2964,0.1957
Facebook,Challenge,Photo,128383,76426,8448,4415,2409,0.1998
Facebook,Education,Carrousel,97676,56719,3884,2873,94,0.1208
Facebook,Tech,Photo,78303,66844,9238,271,6806,0.2441
Instagram,Beauty,Video,119146,64187,6802,4063,1394,0.191
Twitter,Tech,Text,143770,37338,3378,2313,2941,0.2312
Twitter,Music,Photo,176215,87033,8478,6772,2545,0.2045
TikTok,Comedy,Photo,99747,83611,13501,3112,889,0.2093
Instagram,Fitness,Carrousel,161935,85307,12882,3154,2377,0.2158
TikTok,Education,Video,148704,99779,18456,4664,1985,0.2516
Instagram,Music,Photo,160123,91527,8420,2381,4758,0.17
Twitter,Fitness,Text,70545,50757,3234,1774,551,0.1095
Instagram,Beauty,Video,142710,72615,12205,1728,2678,0.2288
TikTok,Comedy,Video,136840,63067,7449,1223,6480,0.2403
TikTok,Education,Video,116196,89000,10388,35,2123,0.141
TikTok,Music,Video,143257,88682,16211,518,2930,0.2217
Facebook,Fitness,Video,96631,74231,8941,730,5306,0.2018
Instagram,Fitness,Video,121916,88158,15810,191,5501,0.2439
TikTok,Tech,Video,155699,74954,5719,2712,4822,0.1768
Twitter,Gaming,Carrousel,145488,73840,9320,656,2442,0.1682
Instagram,Comedy,Video,80885,79169,8213,5171,202,0.1716
Facebook,Gaming,Text,122694,77509,15139,1268,2881,0.2488
Facebook,Beauty,Photo,139530,98471,18221,2218,4826,0.2566
TikTok,Fitness,Video,169022,67340,9566,4190,4062,0.2646
TikTok,Tech,Video,122040,82743,8071,7405,1382,0.2037
Twitter,Comedy,Video,134289,95720,14173,5910,109,0.2109
TikTok,Tech,Video,166550,74823,6449,1776,2873,0.1483
Facebook,Challenge,Photo,157469,98729,13028,6164,3995,0.2349
TikTok,Music,Video,167364,99451,14670,3399,613,0.1879
Instagram,Gaming,Carrousel,136626,91911,10667,6235,4332,0.231
Facebook,Tech,Video,156938,94845,12421,2476,5912,0.2194
Facebook,Beauty,Video,116945,72157,9548,6456,1973,0.2491
TikTok,Music,Video,111675,76242,7375,4185,929,0.1638
Instagram,Music,Video,171774,89459,12782,9618,711,0.2583
Twitter,Music,Text,143108,91738,16746,1923,2942,0.2356
Instagram,Fitness,Video,147157,90189,9738,4195,32,0.1548
TikTok,Tech,Video,154019,87760,8666,1668,7415,0.2022
TikTok,Challenge,Video,138460,98941,5710,555,4596,0.1098
Twitter,Gaming,Text,114655,88451,5196,2918,2435,0.1193
Facebook,Fitness,Text,113447,1203,109,36,68,0.1771
Facebook,Beauty,Carrousel,118268,98070,8483,5836,6925,0.2166
Instagram,Beauty,Video,106675,81020,6276,3729,2451,0.1537
Facebook,Comedy,Video,156288,77091,6867,5195,1671,0.1781
TikTok,Gaming,Video,139266,98216,6983,6221,4409,0.1793
Twitter,Music,Video,103088,78675,12554,7184,65,0.2517
Instagram,Education,Video,111066,74385,7641,3449,7162,0.2454
Facebook,Fitness,Photo,152571,90866,4193,1766,2709,0.0954
Instagram,Beauty,Video,170259,79998,5414,2732,2004,0.1269
TikTok,Challenge,Video,119598,63143,19524,19157,8842,0.7526
Twitter,Education,Photo,82511,78963,9016,5683,1161,0.2009
Twitter,Music,Carrousel,153091,83317,9162,4299,3462,0.2031
Facebook,Challenge,Video,154825,99386,12135,4804,529,0.1758
Instagram,Fitness,Video,112634,97131,14703,5837,3954,0.2522
Twitter,Music,Photo,117443,79901,9928,3165,5136,0.2281
TikTok,Tech,Video,99436,46349,28781,19732,3893,1.1307
TikTok,Music,Video,97922,93162,9051,8052,21,0.1838
Facebook,Challenge,Text,140397,87799,6649,2702,4595,0.1588
TikTok,Gaming,Video,137142,83746,13519,423,6294,0.2416
Twitter,Gaming,Text,140011,76967,6513,6071,964,0.176
TikTok,Beauty,Video,136927,82981,7659,4997,1587,0.1716
TikTok,Fitness,Video,171136,95536,8437,4782,1310,0.1521
Facebook,Beauty,Photo,144572,64631,5899,3264,2251,0.1766
TikTok,Music,Video,107797,76483,5119,1195,860,0.0938
Twitter,Beauty,Carrousel,76223,43061,7293,657,2610,0.2452
Twitter,Challenge,Video,145301,78933,5326,1539,3203,0.1276
Twitter,Beauty,Photo,126807,58524,6881,2046,5058,0.239
TikTok,Tech,Video,135885,79088,12047,5938,760,0.237
TikTok,Beauty,Video,158925,97624,10789,2980,506,0.1462
Twitter,Fitness,Photo,127280,97817,11878,6249,6120,0.2479
TikTok,Education,Video,153475,83067,8254,3014,1009,0.1478
Facebook,Tech,Text,110301,77851,9922,9316,621,0.2551
Twitter,Education,Photo,98269,80484,10604,1404,5420,0.2165
Twitter,Fitness,Carrousel,150416,82336,16598,1763,1299,0.2388
Twitter,Fitness,Video,82054,47397,5648,3929,2036,0.245
TikTok,Tech,Video,166450,92666,8545,3941,7333,0.2139
TikTok,Gaming,Video,148205,80408,4881,527,3378,0.1093
Twitter,Music,Text,158976,83990,13648,227,3633,0.2085
Facebook,Fitness,Photo,94212,86908,12801,8238,218,0.2446
Instagram,Tech,Video,166855,59072,9097,1523,2469,0.2216
Instagram,Fitness,Video,98650,39064,2561,902,230,0.0945
Instagram,Tech,Video,171373,29981,5894,354,210,0.2154
TikTok,Beauty,Video,150223,78903,15003,2863,2351,0.2562
Instagram,Challenge,Video,155023,82340,3838,2115,583,0.0794
Instagram,Music,Carrousel,100128,18064,21837,6482,7089,1.9601
TikTok,Gaming,Video,119515,85288,12152,4926,413,0.2051
Twitter,Tech,Photo,83772,60551,19191,1600,3590,0.4027
TikTok,Challenge,Video,84333,82660,10237,3129,5380,0.2268
Facebook,Beauty,Carrousel,101057,92770,13966,5214,3734,0.247
Facebook,Beauty,Text,151149,94041,10137,1679,6050,0.19
Twitter,Challenge,Text,113607,91122,11143,1751,3645,0.1815
Instagram,Education,Video,176302,67968,28437,1468,10903,0.6004
Instagram,Beauty,Video,115812,83155,28872,11179,6138,0.5555
TikTok,Education,Video,166913,87773,18440,848,604,0.2266
Twitter,Education,Video,178194,45271,2022,1439,135,0.0794
TikTok,Comedy,Video,99382,94072,7579,1884,94,0.1016
Instagram,Music,Video,101857,89715,13126,1667,2436,0.192
Facebook,Fitness,Video,155873,92073,9673,3924,1088,0.1595
TikTok,Education,Video,167415,84586,10442,1893,4297,0.1966
TikTok,Music,Video,97191,72167,13347,2655,2369,0.2546
Twitter,Comedy,Carrousel,109071,79068,29071,14141,9084,0.6614
Facebook,Comedy,Photo,99239,85308,10018,5166,6689,0.2564
Instagram,Tech,Video,164657,97618,16170,2053,500,0.1918
TikTok,Tech,Video,150736,88520,11322,3871,3982,0.2166
Facebook,Beauty,Photo,150346,93599,5601,58,2958,0.0921
Instagram,Education,Video,144533,92117,13463,3390,6009,0.2482
Facebook,Music,Photo,171085,59627,20424,15951,3020,0.6607
Instagram,Music,Video,164510,81237,24332,10780,329,0.4363
Instagram,Gaming,Video,138513,93833,11051,593,7536,0.2044
Instagram,Tech,Video,179743,81697,6723,2591,5224,0.178
Twitter,Beauty,Text,111239,46905,8078,804,1199,0.2149
Facebook,Education,Carrousel,138723,86128,6039,4894,403,0.1316
Facebook,Challenge,Text,173297,70484,2529,969,1017,0.0641
Instagram,Beauty,Photo,176154,92774,8232,5408,7300,0.2257
TikTok,Comedy,Video,143460,97378,15618,3346,4833,0.2444
TikTok,Comedy,Video,143822,61651,28447,3985,9226,0.6757
Twitter,Comedy,Carrousel,153156,98072,6521,3010,1423,0.1117
Facebook,Fitness,Video,160150,84434,7273,6263,5448,0.2248
Facebook,Challenge,Video,100393,65542,7906,5367,3156,0.2507
Facebook,Comedy,Carrousel,106025,91542,8927,6508,4241,0.2149
Instagram,Challenge,Carrousel,122793,93031,11184,1560,10796,0.253
Instagram,Tech,Video,168280,90523,8528,8285,1081,0.1977
Instagram,Challenge,Video,93987,71095,14804,1095,146,0.2257
Instagram,Beauty,Video,169477,89740,11661,9165,332,0.2358
Facebook,Comedy,Carrousel,135863,97557,14802,6620,482,0.2245
TikTok,Tech,Video,83641,72566,9371,541,2593,0.1723
Instagram,Comedy,Photo,176639,95491,12127,7480,3878,0.2459
Facebook,Challenge,Carrousel,160451,73689,7578,994,2060,0.1443
Facebook,Music,Text,173409,71612,25019,18462,10749,0.7573
TikTok,Music,Video,118896,67555,4481,992,1411,0.1019
Twitter,Challenge,Carrousel,164111,77942,7661,1693,2519,0.1523
TikTok,Gaming,Video,131301,94960,6040,74,4446,0.1112
Instagram,Fitness,Video,83898,32357,4707,1458,259,0.1985
Instagram,Fitness,Photo,151827,90182,8005,2431,5534,0.1771
Twitter,Comedy,Text,106541,91573,11249,7478,761,0.2128
Facebook,Music,Video,80934,78129,7566,2452,4624,0.1874
Facebook,Gaming,Text,157333,95793,9768,9025,5303,0.2515
Facebook,Beauty,Photo,102901,90625,8691,6943,1131,0.185
Instagram,Gaming,Video,176171,96999,11052,1519,7269,0.2045
TikTok,Tech,Video,115237,87883,14897,2988,2112,0.2275
Twitter,Beauty,Video,117106,92980,7711,1693,5204,0.1571
Instagram,Gaming,Video,154005,99162,13585,9050,1729,0.2457
Twitter,Music,Carrousel,100510,52103,9067,1860,139,0.2124
Twitter,Gaming,Video,140167,94158,9267,653,7156,0.1814
Instagram,Beauty,Video,144876,92237,13559,6999,222,0.2253
Twitter,Tech,Carrousel,116751,81340,14519,1453,323,0.2003
Instagram,Gaming,Carrousel,169536,83979,10510,6239,4122,0.2485
Instagram,Challenge,Video,120171,52338,5664,5282,660,0.2218
Facebook,Beauty,Carrousel,79288,68619,7733,4924,859,0.197
Twitter,Tech,Carrousel,164853,57939,9550,1472,3255,0.2464
Instagram,Gaming,Video,140575,88884,9200,1383,874,0.1289
Twitter,Education,Photo,113078,92093,13384,782,1784,0.1732
Instagram,Fitness,Video,131184,97628,15686,24,4932,0.2114
Instagram,Challenge,Carrousel,155005,94792,14123,6782,2004,0.2417
Facebook,Fitness,Video,67360,56928,5772,1546,315,0.1341
Twitter,Gaming,Video,109523,88823,11317,5138,3726,0.2272
Twitter,Music,Photo,123085,99370,14198,1675,9177,0.2521
Facebook,Gaming,Video,175866,97697,13913,2792,6497,0.2375
Twitter,Tech,Video,112058,84945,7115,5906,3578,0.1954
Instagram,Music,Video,96089,85635,9838,249,9037,0.2233
TikTok,Gaming,Video,139282,85685,15313,4613,2100,0.2571
Twitter,Tech,Video,96821,84020,11307,3109,6272,0.2462
Instagram,Fitness,Video,146770,82610,10868,7982,1124,0.2418
Facebook,Comedy,Video,111116,53926,5407,2794,1674,0.1831
Facebook,Comedy,Photo,163791,73809,4368,1730,2349,0.1144
TikTok,Gaming,Video,80929,79591,8561,5654,150,0.1805
Instagram,Music,Video,89426,87383,4129,2558,3788,0.1199
TikTok,Education,Video,131929,49644,6051,3110,1840,0.2216
Instagram,Tech,Photo,130590,46175,4290,3987,2434,0.232
TikTok,Gaming,Video,118724,79842,14762,670,2029,0.2187
Instagram,Gaming,Video,94504,75858,8402,5839,1827,0.2118
Instagram,Beauty,Video,149755,86910,9263,2930,2005,0.1634
TikTok,Tech,Video,146111,74682,6183,671,5054,0.1594
Facebook,Challenge,Photo,142724,83127,11860,6544,2006,0.2455
Facebook,Tech,Photo,132466,81435,4798,3216,3211,0.1378
TikTok,Tech,Video,172267,87848,12172,3997,1606,0.2023
Facebook,Tech,Text,174683,81590,12068,4504,1664,0.2235
TikTok,Music,Video,129642,80660,14859,10503,7372,0.4058
Instagram,Education,Video,165079,99474,20133,1431,686,0.2237
TikTok,Tech,Video,93716,78351,11579,879,1568,0.179
TikTok,Music,Video,145716,72946,7038,2787,1042,0.149
TikTok,Fitness,Video,130843,92908,11413,8050,1150,0.2219
Facebook,Music,Video,76581,66997,7774,4561,931,0.198
Facebook,Music,Carrousel,123904,83748,10060,1769,9271,0.2519
TikTok,Music,Video,133933,96485,10850,3166,1826,0.1642
Instagram,Music,Video,109956,51822,6473,2461,4108,0.2517
Twitter,Fitness,Video,147557,81350,7856,3753,6095,0.2176
Instagram,Tech,Video,154261,92407,10345,6178,1560,0.1957
TikTok,Fitness,Video,128267,96408,8918,5278,7071,0.2206
Twitter,Gaming,Photo,130886,59910,4955,2815,1821,0.1601
Twitter,Education,Text,178655,96623,12250,5367,453,0.187
TikTok,Challenge,Video,146124,93109,14747,725,4087,0.2101
Facebook,Education,Text,130790,98649,8741,29,5998,0.1497
TikTok,Beauty,Video,101425,84920,6216,3834,5356,0.1814
Facebook,Fitness,Photo,151398,29567,2468,976,888,0.1465
Twitter,Music,Text,104113,94154,13963,6508,2358,0.2425
Facebook,Challenge,Video,158766,99486,17213,228,7434,0.25
Twitter,Comedy,Carrousel,108862,79128,7914,220,6994,0.1912
Facebook,Education,Text,108599,86045,6155,4860,2861,0.1613
Twitter,Fitness,Text,120912,51373,4363,870,2478,0.1501
Instagram,Challenge,Photo,88593,53028,4929,1553,3473,0.1877
TikTok,Tech,Video,133450,81313,5900,2753,575,0.1135
TikTok,Fitness,Video,55504,10097,1339,232,525,0.2076
Instagram,Education,Video,113523,39501,5113,53,1974,0.1808
TikTok,Beauty,Photo,81909,76202,7101,3391,48,0.1383
Facebook,Comedy,Carrousel,124042,96003,5052,4830,416,0.1073
Facebook,Music,Video,128607,98036,10197,9190,1282,0.2108
Facebook,Comedy,Photo,5891,4964,4944,3173,4881,2.6185
Facebook,Education,Video,134498,84705,14625,2445,4731,0.2574
Twitter,Gaming,Carrousel,94062,88121,8784,3137,3601,0.1761
Facebook,Challenge,Carrousel,131463,94039,13925,748,7406,0.2348
Facebook,Fitness,Video,130803,96168,15162,2787,3871,0.2269
TikTok,Tech,Photo,168935,86118,9650,141,5294,0.1752
TikTok,Gaming,Video,33932,1815,960,349,112,0.7829
Twitter,Challenge,Carrousel,118570,89918,8160,4713,8075,0.233
TikTok,Gaming,Video,84612,36563,21024,6714,10095,1.0347
TikTok,Music,Photo,137013,36613,7214,1772,505,0.2592
Twitter,Education,Photo,81255,80811,10820,8178,1368,0.252
TikTok,Comedy,Video,133493,99194,9042,1324,1844,0.1231
Instagram,Comedy,Video,104170,96452,11870,1346,6741,0.2069
Instagram,Gaming,Video,144788,96257,13834,1480,2214,0.1821
TikTok,Beauty,Video,131582,94873,10606,4796,1650,0.1797
TikTok,Challenge,Video,118954,89791,16658,1970,1639,0.2257
Facebook,Challenge,Video,86850,83764,6725,2148,4218,0.1563
Twitter,Tech,Photo,103994,67093,5632,1145,916,0.1147
Twitter,Music,Carrousel,95799,89799,14249,5294,507,0.2233
Instagram,Tech,Photo,124711,99726,9470,8742,5572,0.2385
Twitter,Education,Carrousel,113626,97489,10627,1875,1245,0.141
Twitter,Gaming,Text,179598,89013,13402,222,4033,0.1984
Instagram,Gaming,Video,91262,55456,17721,16084,1183,0.6309
Facebook,Fitness,Video,106544,89871,5429,134,3373,0.0994
Twitter,Challenge,Video,136750,99756,16726,884,3976,0.2164
Instagram,Tech,Video,119975,83275,9553,2618,1962,0.1697
Instagram,Music,Video,172216,92678,9858,2767,541,0.1421
Facebook,Education,Video,155679,71636,4008,473,1107,0.078
Instagram,Beauty,Video,129089,98553,7476,599,5770,0.1405
Facebook,Comedy,Text,162780,98026,20579,1268,67,0.2236
Twitter,Gaming,Text,116366,75655,6562,1413,1447,0.1245
Facebook,Gaming,Carrousel,154542,84724,8713,1643,4013,0.1696
TikTok,Beauty,Video,168718,85743,6782,1445,6046,0.1665
TikTok,Beauty,Video,114504,94414,12272,6339,1605,0.2141
Instagram,Education,Video,145840,81220,7327,6358,3936,0.217
TikTok,Comedy,Video,89525,86923,9912,1745,2087,0.1581
Facebook,Fitness,Text,99437,80149,9697,1422,3182,0.1784
TikTok,Challenge,Video,114447,44668,5593,3804,808,0.2285
Facebook,Gaming,Carrousel,71102,70446,12963,9,5280,0.2591
Twitter,Beauty,Text,140918,63295,6143,3928,5736,0.2497
Facebook,Gaming,Video,134041,88615,13669,6342,2334,0.2522
Twitter,Fitness,Carrousel,148910,59718,8908,2914,1398,0.2214
Twitter,Tech,Text,165723,71942,7361,5555,2436,0.2134
Twitter,Tech,Photo,177717,82330,8945,2477,7633,0.2314
Twitter,Fitness,Photo,152884,97002,18810,3451,1313,0.243
Instagram,Comedy,Video,154279,85596,12152,386,6117,0.2179
Instagram,Music,Video,95864,92941,9873,113,3528,0.1454
TikTok,Comedy,Video,111262,91999,9922,2068,2492,0.1574
Facebook,Education,Photo,176423,98763,13676,9627,114,0.2371
TikTok,Beauty,Video,138087,86120,12228,3521,1618,0.2017
Facebook,Education,Text,154249,84590,9109,8049,1042,0.2152
TikTok,Music,Video,83007,81693,12644,4912,3427,0.2569
Twitter,Fitness,Photo,107226,81036,17276,193,2102,0.2415
Instagram,Music,Video,158040,77740,6981,4485,2724,0.1825
TikTok,Education,Video,101842,64547,18872,18508,6367,0.6778
Twitter,Comedy,Video,173802,73118,10536,1494,2901,0.2042
TikTok,Fitness,Video,88693,58634,12055,9213,5851,0.4625
Facebook,Music,Carrousel,148524,92898,10418,4977,3616,0.2046
Facebook,Education,Text,177455,98087,13568,9465,1544,0.2506
Twitter,Beauty,Photo,163023,78318,9414,3946,4716,0.2308
TikTok,Comedy,Video,104617,87679,13387,500,8699,0.2576
Twitter,Music,Photo,86045,38103,27909,18516,4256,1.3301
TikTok,Challenge,Video,137177,79199,11206,5250,191,0.2102
TikTok,Beauty,Photo,56978,34965,17003,9351,2172,0.8158
Instagram,Beauty,Video,87506,85061,14682,3437,3958,0.2595
TikTok,Music,Photo,146387,96198,10763,145,231,0.1158
Facebook,Music,Photo,178478,97137,13196,585,8590,0.2303
TikTok,Comedy,Video,99026,94986,17335,5563,1087,0.2525
TikTok,Education,Photo,88111,67319,11793,1657,1303,0.2192
Instagram,Challenge,Video,88804,70987,7245,7062,753,0.2122
Twitter,Music,Carrousel,103482,99240,15605,6716,3266,0.2578
TikTok,Gaming,Video,120027,88490,8326,6459,2218,0.1921
Facebook,Fitness,Text,145172,18267,23321,13182,1280,2.0684
TikTok,Education,Video,173774,95131,8834,6401,2969,0.1914
Facebook,Challenge,Video,100647,83381,7566,7036,6121,0.2485
TikTok,Fitness,Video,141217,94872,12454,9314,1448,0.2447
Facebook,Challenge,Photo,139012,65051,8243,222,2418,0.1673
Twitter,Challenge,Photo,156301,70738,16955,1119,227,0.2587
Instagram,Beauty,Video,119215,42470,5059,4500,1239,0.2543
Instagram,Gaming,Video,99508,86779,3787,947,993,0.066
TikTok,Tech,Video,141893,86959,21575,7844,1612,0.3568
Facebook,Beauty,Carrousel,102322,94457,9929,8712,4749,0.2476
TikTok,Education,Video,106938,95997,14951,254,450,0.1631
Instagram,Education,Video,151688,66136,6748,5067,5008,0.2544
TikTok,Education,Video,99974,80590,10772,7464,837,0.2367
TikTok,Fitness,Video,92480,92264,9890,3764,1558,0.1649
TikTok,Tech,Photo,177665,97049,11409,8000,4526,0.2466
